Assessment_ID,Event_ID,Location_ID,District,Response_Zone,Assessment_Window,Hours_Since_Disaster,Simulation_ID,Latitude,Longitude,Hub_ID,Distance_to_Hub_km,Population_Baseline,Population_Affected_Est,Affected_Population_pct,Fatalities_Est,Injured_Est,Houses_Damaged_Est,Severity_Score,Infrastructure_Damage_Score,Accessibility_Score,Medical_Urgency_Score,Rainfall_mm,Wind_Speed_kmph,Temperature_C,Flood_Depth_m,River_Level_m,Storm_Surge_m,Wave_Height_m,Burned_Area_km2,Rainfall_Deficit_pct,Slope_Risk_Score,Rescue_Cases_Est,Road_Access_Score,Estimated_Travel_Time_min,Estimated_Relief_Time_min,Food_Required_packets,Water_Required_Liters,Medical_Kits_Required,Shelter_Spaces_Required,Priority_Score,Priority_Level,Required_Rescue_Personnel,Required_Distribution_Personnel,Required_Medical_Personnel,Recommended_Total_Personnel
ASM003903,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+24h,24,SIM003,12.5186,78.2137,HUB006,95.28,380000,18994,5.0,1,281,1226,56.99,34.68,59.47,38.49,35.32,31.01,30.46,0.0,0.0,0.0,0.0,186.49,0.0,0.0,405,59.47,221.49,366.92,85402,114756,1023,238,36.54,Low,51,58,15,124
ASM003904,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+24h,24,SIM004,12.5186,78.2137,HUB006,95.28,380000,30666,8.07,3,345,1855,58.34,30.13,55.75,34.71,16.03,16.6,37.0,0.0,0.0,0.0,0.0,204.87,0.0,0.0,677,55.75,225.58,425.09,82066,135442,568,433,35.66,Low,85,95,17,197
ASM003905,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+24h,24,SIM005,12.5186,78.2137,HUB006,95.28,380000,25884,6.81,4,238,3134,64.78,37.67,64.21,36.73,13.46,22.18,31.46,0.0,0.0,0.0,0.0,164.82,0.0,0.0,663,64.21,217.0,398.11,117422,160242,872,857,37.88,Low,83,80,13,176
ASM003906,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+36h,36,SIM001,12.5186,78.2137,HUB006,95.28,380000,30666,8.07,1,354,5452,62.65,42.66,57.5,40.97,0.75,31.54,32.68,0.0,0.0,0.0,0.0,218.96,0.0,0.0,750,57.5,226.12,433.67,93933,157205,732,1431,40.13,Low,94,96,18,208
ASM003907,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+36h,36,SIM002,12.5186,78.2137,HUB006,95.28,380000,30666,8.07,3,436,5588,69.32,51.3,53.75,39.8,10.97,44.0,40.44,0.0,0.0,0.0,0.0,212.4,0.0,0.0,863,53.75,234.25,446.28,132791,141779,1509,1306,44.27,Low,108,99,21,228
ASM003908,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+36h,36,SIM003,12.5186,78.2137,HUB006,95.28,380000,21012,5.53,1,257,967,62.78,19.23,65.5,37.0,3.82,14.47,33.19,0.0,0.0,0.0,0.0,238.93,0.0,0.0,515,65.5,213.51,368.7,51826,125358,378,220,34.24,Low,65,65,14,144
ASM003909,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+36h,36,SIM004,12.5186,78.2137,HUB006,95.28,380000,26737,7.04,3,239,2995,65.03,36.43,61.61,44.8,0.0,23.88,29.41,0.0,0.0,0.0,0.0,237.34,0.0,0.0,689,61.61,219.72,405.08,98795,213496,665,1097,39.32,Low,87,83,14,184
ASM003910,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+36h,36,SIM005,12.5186,78.2137,HUB006,95.28,380000,29237,7.69,4,322,1219,62.26,28.58,64.55,39.0,17.24,10.04,36.31,0.0,0.0,0.0,0.0,202.03,0.0,0.0,709,64.55,208.51,401.95,82346,187448,582,400,36.53,Low,89,92,17,198
ASM003911,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+48h,48,SIM001,12.5186,78.2137,HUB006,95.28,380000,24467,6.44,1,278,3879,61.0,43.15,64.1,36.7,1.68,27.39,28.61,0.0,0.0,0.0,0.0,196.54,0.0,0.0,576,64.1,210.91,385.61,59975,173453,566,1116,38.1,Low,72,75,15,162
ASM003912,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+48h,48,SIM002,12.5186,78.2137,HUB006,95.28,380000,23214,6.11,4,255,2076,55.47,30.71,71.75,31.49,12.2,44.73,32.59,0.0,0.0,0.0,0.0,239.77,0.0,0.0,476,71.75,204.59,369.4,77789,109846,812,390,32.8,Low,60,70,13,143
ASM003913,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+48h,48,SIM003,12.5186,78.2137,HUB006,95.28,380000,14196,3.74,2,249,1961,59.99,35.34,63.14,44.53,11.83,14.19,30.92,0.0,0.0,0.0,0.0,159.83,0.0,0.0,326,63.14,212.27,339.16,56370,52164,1080,174,38.72,Low,41,44,14,99
ASM003914,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+48h,48,SIM004,12.5186,78.2137,HUB006,95.28,380000,24355,6.41,5,438,4483,59.44,42.58,62.1,44.7,2.62,22.29,28.87,0.0,0.0,0.0,0.0,245.01,0.0,0.0,553,62.1,218.29,394.63,66649,198575,1088,1474,40.78,Low,70,75,22,167
ASM003915,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+48h,48,SIM005,12.5186,78.2137,HUB006,95.28,380000,16006,4.21,3,228,1437,58.23,28.7,67.89,30.55,2.82,7.81,36.34,0.0,0.0,0.0,0.0,203.12,0.0,0.0,353,67.89,206.5,339.74,38312,143149,436,357,33.6,Low,45,50,12,107
ASM003916,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+72h,72,SIM001,12.5186,78.2137,HUB006,95.28,380000,30666,8.07,1,347,1683,61.05,27.47,69.3,40.76,17.77,23.14,38.75,0.0,0.0,0.0,0.0,158.87,0.0,0.0,723,69.3,209.14,410.77,97961,240261,1069,709,36.04,Low,91,98,18,207
ASM003917,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+72h,72,SIM002,12.5186,78.2137,HUB006,95.28,380000,13318,3.5,1,183,1509,58.77,36.93,59.32,39.76,14.35,19.8,37.49,0.0,0.0,0.0,0.0,92.19,0.0,0.0,297,59.32,216.87,339.41,42335,67462,557,172,37.11,Low,38,42,11,91
ASM003918,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+72h,72,SIM003,12.5186,78.2137,HUB006,95.28,380000,30666,8.07,5,328,1329,56.84,36.44,61.65,32.8,19.99,31.82,37.85,0.0,0.0,0.0,0.0,171.44,0.0,0.0,652,61.65,217.6,415.57,110153,126366,1165,282,35.55,Low,82,95,16,193
ASM003919,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+72h,72,SIM004,12.5186,78.2137,HUB006,95.28,380000,30666,8.07,5,276,4551,60.3,49.35,52.33,35.51,17.28,15.96,28.33,0.0,0.0,0.0,0.0,202.6,0.0,0.0,710,52.33,235.52,438.17,120416,135031,1134,997,39.6,Low,89,93,14,196
ASM003920,EVT016,LOC012,Krishnagiri,Krishnagiri Response Zone,T+72h,72,SIM005,12.5186,78.2137,HUB006,95.28,380000,27449,7.22,6,286,4664,60.45,34.93,63.03,39.78,15.0,29.95,38.1,0.0,0.0,0.0,0.0,212.85,0.0,0.0,638,63.03,214.23,406.82,88121,98573,884,784,37.24,Low,80,87,15,182
ASM003921,EVT016,LOC007,Erode,Erode Response Zone,T+0h,0,SIM001,11.341,77.7172,HUB006,58.95,500000,5000,1.0,1,64,813,36.54,30.3,77.93,21.11,16.34,19.38,28.68,0.0,0.0,0.0,0.0,155.12,0.0,0.0,60,77.93,122.97,204.93,20103,21830,175,26,24.33,Low,8,15,5,28
ASM003922,EVT016,LOC007,Erode,Erode Response Zone,T+0h,0,SIM002,11.341,77.7172,HUB006,58.95,500000,30286,6.06,1,440,860,37.02,19.63,69.6,30.61,16.11,19.74,29.56,0.0,0.0,0.0,0.0,156.55,0.0,0.0,363,69.6,132.44,319.38,87982,195193,772,259,26.29,Low,46,88,21,155
ASM003923,EVT016,LOC007,Erode,Erode Response Zone,T+0h,0,SIM003,11.341,77.7172,HUB006,58.95,500000,29855,5.97,2,177,1261,36.85,14.85,76.54,26.2,6.47,40.01,33.36,0.0,0.0,0.0,0.0,190.41,0.0,0.0,358,76.54,127.17,313.52,77340,122111,256,242,22.18,Low,45,87,10,142
ASM003924,EVT016,LOC007,Erode,Erode Response Zone,T+0h,0,SIM004,11.341,77.7172,HUB006,58.95,500000,13104,2.62,2,170,2045,31.11,35.53,71.12,17.87,2.19,47.05,28.39,0.0,0.0,0.0,0.0,155.46,0.0,0.0,157,71.12,129.74,246.15,25949,64565,158,190,24.03,Low,20,37,9,66
ASM003925,EVT016,LOC007,Erode,Erode Response Zone,T+0h,0,SIM005,11.341,77.7172,HUB006,58.95,500000,30954,6.19,4,206,2901,30.45,19.44,74.76,23.93,10.98,26.14,37.51,0.0,0.0,0.0,0.0,39.25,0.0,0.0,371,74.76,126.62,320.06,80132,188214,295,829,21.2,Low,47,90,11,148
ASM003926,EVT016,LOC007,Erode,Erode Response Zone,T+3h,3,SIM001,11.341,77.7172,HUB006,58.95,500000,32981,6.6,5,329,4366,42.31,31.78,67.61,28.68,14.09,22.72,30.0,0.0,0.0,0.0,0.0,76.08,0.0,0.0,438,67.61,132.49,338.88,86873,134406,494,880,28.96,Low,55,96,16,167
ASM003927,EVT016,LOC007,Erode,Erode Response Zone,T+3h,3,SIM002,11.341,77.7172,HUB006,58.95,500000,30674,6.13,2,379,1787,43.62,22.69,74.47,31.7,0.0,30.44,28.57,0.0,0.0,0.0,0.0,152.64,0.0,0.0,429,74.47,126.22,318.24,105082,222620,856,619,28.1,Low,54,90,18,162
ASM003928,EVT016,LOC007,Erode,Erode Response Zone,T+3h,3,SIM003,11.341,77.7172,HUB006,58.95,500000,31945,6.39,1,456,5277,47.47,40.71,65.26,31.94,2.88,23.04,38.04,0.0,0.0,0.0,0.0,114.04,0.0,0.0,515,65.26,135.21,344.02,100077,244496,902,1901,33.57,Low,65,98,21,184
ASM003929,EVT016,LOC007,Erode,Erode Response Zone,T+3h,3,SIM004,11.341,77.7172,HUB006,58.95,500000,37291,7.46,4,284,5209,39.09,38.95,66.95,23.02,9.59,27.45,30.78,0.0,0.0,0.0,0.0,192.01,0.0,0.0,447,66.95,134.49,358.58,82274,166844,319,1260,28.01,Low,56,107,14,177
ASM003930,EVT016,LOC007,Erode,Erode Response Zone,T+3h,3,SIM005,11.341,77.7172,HUB006,58.95,500000,28572,5.71,2,347,1601,44.89,22.12,76.57,31.73,1.21,21.91,38.04,0.0,0.0,0.0,0.0,139.76,0.0,0.0,420,76.57,126.47,312.66,83890,107675,622,270,28.07,Low,53,87,17,157
ASM003931,EVT016,LOC007,Erode,Erode Response Zone,T+6h,6,SIM001,11.341,77.7172,HUB006,58.95,500000,21104,4.22,3,127,3155,37.93,33.34,68.91,28.48,9.12,17.47,40.76,0.0,0.0,0.0,0.0,171.89,0.0,0.0,253,68.91,133.05,289.11,67210,113892,253,530,26.42,Low,32,64,8,104
ASM003932,EVT016,LOC007,Erode,Erode Response Zone,T+6h,6,SIM002,11.341,77.7172,HUB006,58.95,500000,40350,8.07,3,518,1743,38.39,21.13,84.32,24.2,13.37,16.64,34.71,0.0,0.0,0.0,0.0,195.32,0.0,0.0,484,84.32,118.79,350.34,152703,160476,1314,431,24.9,Low,61,118,23,202
ASM003933,EVT016,LOC007,Erode,Erode Response Zone,T+6h,6,SIM003,11.341,77.7172,HUB006,58.95,500000,17188,3.44,2,181,2647,37.54,39.45,66.1,19.77,0.19,20.64,28.87,0.0,0.0,0.0,0.0,122.58,0.0,0.0,206,66.1,135.44,270.65,57095,59614,370,227,26.84,Low,26,49,9,84
ASM003934,EVT016,LOC007,Erode,Erode Response Zone,T+6h,6,SIM004,11.341,77.7172,HUB006,58.95,500000,40350,8.07,5,446,2742,40.47,21.35,74.72,27.17,0.0,25.77,35.62,0.0,0.0,0.0,0.0,168.09,0.0,0.0,495,74.72,125.81,361.21,131715,241325,918,1025,26.37,Low,62,119,21,202
ASM003935,EVT016,LOC007,Erode,Erode Response Zone,T+6h,6,SIM005,11.341,77.7172,HUB006,58.95,500000,9827,1.97,1,47,978,39.69,21.27,74.87,20.63,0.0,17.28,34.61,0.0,0.0,0.0,0.0,122.52,0.0,0.0,118,74.87,129.94,232.74,27825,57812,76,87,22.05,Low,15,29,4,48
ASM003936,EVT016,LOC007,Erode,Erode Response Zone,T+12h,12,SIM001,11.341,77.7172,HUB006,58.95,500000,24354,4.87,4,307,2523,45.19,31.88,72.35,28.57,3.78,7.91,34.64,0.0,0.0,0.0,0.0,175.75,0.0,0.0,362,72.35,129.62,298.17,74723,114193,580,435,29.62,Low,46,73,15,134
ASM003937,EVT016,LOC007,Erode,Erode Response Zone,T+12h,12,SIM002,11.341,77.7172,HUB006,58.95,500000,35021,7.0,5,606,3357,46.21,27.48,75.7,33.02,19.1,12.51,34.43,0.0,0.0,0.0,0.0,164.44,0.0,0.0,540,75.7,123.7,340.43,127992,113388,1517,586,31.23,Low,68,106,27,201
ASM003938,EVT016,LOC007,Erode,Erode Response Zone,T+12h,12,SIM003,11.341,77.7172,HUB006,58.95,500000,34092,6.82,6,367,5269,42.26,30.96,66.02,24.03,9.38,9.71,38.28,0.0,0.0,0.0,0.0,201.38,0.0,0.0,452,66.02,136.84,351.81,73564,112700,401,893,28.33,Low,57,102,17,176
ASM003939,EVT016,LOC007,Erode,Erode Response Zone,T+12h,12,SIM004,11.341,77.7172,HUB006,58.95,500000,20213,4.04,3,222,3252,39.78,36.77,71.96,28.05,3.62,24.79,31.28,0.0,0.0,0.0,0.0,128.14,0.0,0.0,243,71.96,128.89,279.53,52745,95264,328,453,28.34,Low,31,59,12,102
ASM003940,EVT016,LOC007,Erode,Erode Response Zone,T+12h,12,SIM005,11.341,77.7172,HUB006,58.95,500000,23450,4.69,3,126,1419,46.82,31.47,64.24,25.74,0.0,26.21,35.33,0.0,0.0,0.0,0.0,118.24,0.0,0.0,369,64.24,137.19,299.81,57287,93201,167,201,28.36,Low,47,70,8,125
ASM003941,EVT016,LOC007,Erode,Erode Response Zone,T+24h,24,SIM001,11.341,77.7172,HUB006,58.95,500000,32480,6.5,6,239,2168,61.86,28.09,74.94,39.68,9.98,33.8,39.35,0.0,0.0,0.0,0.0,114.52,0.0,0.0,780,74.94,128.25,339.22,114238,159246,605,460,34.65,Low,98,103,13,214
ASM003942,EVT016,LOC007,Erode,Erode Response Zone,T+24h,24,SIM002,11.341,77.7172,HUB006,58.95,500000,23641,4.73,3,295,796,60.11,28.55,74.49,39.09,0.0,26.96,35.48,0.0,0.0,0.0,0.0,197.38,0.0,0.0,545,74.49,124.22,291.09,98143,163241,955,172,34.85,Low,69,74,16,159
ASM003943,EVT016,LOC007,Erode,Erode Response Zone,T+24h,24,SIM003,11.341,77.7172,HUB006,58.95,500000,40350,8.07,3,637,6910,60.18,43.88,68.28,41.17,0.0,17.38,37.18,0.0,0.0,0.0,0.0,200.47,0.0,0.0,932,68.28,135.73,390.55,116253,273476,1203,2372,39.94,Low,117,127,29,273
ASM003944,EVT016,LOC007,Erode,Erode Response Zone,T+24h,24,SIM004,11.341,77.7172,HUB006,58.95,500000,28439,5.69,3,489,2993,59.82,36.51,68.97,44.58,1.78,5.0,39.55,0.0,0.0,0.0,0.0,170.51,0.0,0.0,651,68.97,130.52,325.33,57189,220793,546,850,38.85,Low,82,91,24,197
ASM003945,EVT016,LOC007,Erode,Erode Response Zone,T+24h,24,SIM005,11.341,77.7172,HUB006,58.95,500000,35258,7.05,2,596,5263,58.56,43.51,69.56,36.77,5.82,15.28,38.3,0.0,0.0,0.0,0.0,183.09,0.0,0.0,783,69.56,126.45,354.13,104972,155105,1161,1022,38.53,Low,98,111,27,236
ASM003946,EVT016,LOC007,Erode,Erode Response Zone,T+36h,36,SIM001,11.341,77.7172,HUB006,58.95,500000,31379,6.28,4,544,2774,51.69,33.68,67.85,34.5,22.8,11.39,30.91,0.0,0.0,0.0,0.0,158.84,0.0,0.0,578,67.85,134.06,334.61,119653,156858,1520,554,34.52,Low,73,95,25,193
ASM003947,EVT016,LOC007,Erode,Erode Response Zone,T+36h,36,SIM002,11.341,77.7172,HUB006,58.95,500000,31919,6.38,6,141,5628,56.19,43.15,61.46,36.47,9.09,15.38,39.36,0.0,0.0,0.0,0.0,139.41,0.0,0.0,667,61.46,139.41,352.6,114218,217193,361,1523,35.46,Low,84,100,9,193
ASM003948,EVT016,LOC007,Erode,Erode Response Zone,T+36h,36,SIM003,11.341,77.7172,HUB006,58.95,500000,40350,8.07,7,471,3135,55.57,28.04,66.58,38.98,7.42,28.25,33.75,0.0,0.0,0.0,0.0,196.3,0.0,0.0,830,66.58,131.51,375.06,141036,240936,1178,990,34.68,Low,104,124,23,251
ASM003949,EVT016,LOC007,Erode,Erode Response Zone,T+36h,36,SIM004,11.341,77.7172,HUB006,58.95,500000,39681,7.94,7,723,2902,56.43,31.32,76.07,37.84,12.37,18.82,33.02,0.0,0.0,0.0,0.0,197.97,0.0,0.0,835,76.07,124.61,364.49,120647,314384,1460,1185,36.09,Low,105,122,33,260
ASM003950,EVT016,LOC007,Erode,Erode Response Zone,T+36h,36,SIM005,11.341,77.7172,HUB006,58.95,500000,37476,7.5,7,176,2450,63.57,30.25,70.95,40.02,19.52,6.58,38.27,0.0,0.0,0.0,0.0,164.38,0.0,0.0,936,70.95,127.53,361.85,95016,224006,273,729,35.51,Low,117,119,11,247
ASM003951,EVT016,LOC007,Erode,Erode Response Zone,T+48h,48,SIM001,11.341,77.7172,HUB006,58.95,500000,23044,4.61,3,318,924,56.78,25.76,68.94,40.42,6.31,30.06,36.15,0.0,0.0,0.0,0.0,153.39,0.0,0.0,489,68.94,131.5,295.65,82217,193663,1155,237,34.31,Low,62,72,17,151
ASM003952,EVT016,LOC007,Erode,Erode Response Zone,T+48h,48,SIM002,11.341,77.7172,HUB006,58.95,500000,40350,8.07,4,391,1617,62.54,22.89,78.07,41.18,7.96,10.0,33.65,0.0,0.0,0.0,0.0,203.57,0.0,0.0,984,78.07,123.56,367.07,111529,241971,972,532,34.78,Low,123,126,20,269
ASM003953,EVT016,LOC007,Erode,Erode Response Zone,T+48h,48,SIM003,11.341,77.7172,HUB006,58.95,500000,38504,7.7,2,376,4812,67.4,45.76,63.37,42.17,19.87,17.64,39.56,0.0,0.0,0.0,0.0,244.12,0.0,0.0,1042,63.37,132.45,378.48,197026,285148,2363,1743,41.35,Low,131,124,19,274
ASM003954,EVT016,LOC007,Erode,Erode Response Zone,T+48h,48,SIM004,11.341,77.7172,HUB006,58.95,500000,40350,8.07,7,223,1444,66.52,25.57,66.53,37.45,10.89,25.39,33.98,0.0,0.0,0.0,0.0,185.52,0.0,0.0,1073,66.53,130.27,374.1,149194,196903,844,387,35.65,Low,135,126,13,274
ASM003955,EVT016,LOC007,Erode,Erode Response Zone,T+48h,48,SIM005,11.341,77.7172,HUB006,58.95,500000,40350,8.07,2,277,3723,64.59,38.23,74.1,35.38,12.49,5.0,36.17,0.0,0.0,0.0,0.0,205.46,0.0,0.0,1030,74.1,121.87,370.04,117940,224097,730,1080,36.67,Low,129,126,15,270
ASM003956,EVT016,LOC007,Erode,Erode Response Zone,T+72h,72,SIM001,11.341,77.7172,HUB006,58.95,500000,35806,7.16,3,595,6347,53.82,42.1,60.83,38.13,14.83,20.63,38.5,0.0,0.0,0.0,0.0,208.72,0.0,0.0,702,60.83,136.47,367.64,101202,252170,1509,1989,37.79,Low,88,112,27,227
ASM003957,EVT016,LOC007,Erode,Erode Response Zone,T+72h,72,SIM002,11.341,77.7172,HUB006,58.95,500000,34904,6.98,4,400,1509,56.53,25.65,70.25,35.61,15.81,41.58,31.46,0.0,0.0,0.0,0.0,186.32,0.0,0.0,736,70.25,130.46,345.55,110197,276478,1185,553,33.3,Low,92,106,19,217
ASM003958,EVT016,LOC007,Erode,Erode Response Zone,T+72h,72,SIM003,11.341,77.7172,HUB006,58.95,500000,40350,8.07,3,209,2387,51.96,27.27,66.32,28.34,0.0,20.92,30.47,0.0,0.0,0.0,0.0,173.06,0.0,0.0,750,66.32,132.79,369.57,122260,257765,564,802,30.09,Low,94,120,11,225
ASM003959,EVT016,LOC007,Erode,Erode Response Zone,T+72h,72,SIM004,11.341,77.7172,HUB006,58.95,500000,28620,5.72,3,516,1292,56.4,29.7,77.32,39.42,9.86,18.21,35.1,0.0,0.0,0.0,0.0,185.01,0.0,0.0,602,77.32,119.44,308.52,115053,150533,2232,254,35.35,Low,76,89,24,189
ASM003960,EVT016,LOC007,Erode,Erode Response Zone,T+72h,72,SIM005,11.341,77.7172,HUB006,58.95,500000,25279,5.06,3,376,4396,47.64,47.6,58.43,31.19,35.18,36.52,30.27,0.0,0.0,0.0,0.0,160.13,0.0,0.0,410,58.43,137.64,313.58,82471,203815,1147,1075,35.1,Low,52,75,18,145
ASM003961,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+0h,0,SIM001,10.3673,77.9803,HUB008,51.48,400000,25894,6.47,3,128,4266,40.12,38.98,66.72,26.33,0.0,30.77,34.33,0.0,0.0,0.0,0.0,185.18,0.0,0.0,312,66.72,118.15,295.15,62654,69214,168,537,28.09,Low,39,76,8,123
ASM003962,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+0h,0,SIM002,10.3673,77.9803,HUB008,51.48,400000,28890,7.22,2,381,1901,38.94,20.53,75.38,27.4,13.75,10.78,28.5,0.0,0.0,0.0,0.0,180.85,0.0,0.0,347,75.38,111.61,294.46,117726,87633,1095,322,26.02,Low,44,83,18,145
ASM003963,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+0h,0,SIM003,10.3673,77.9803,HUB008,51.48,400000,8313,2.08,1,63,522,35.7,15.16,78.99,25.26,14.08,5.0,39.29,0.0,0.0,0.0,0.0,143.19,0.0,0.0,100,78.99,111.15,207.07,23236,41821,102,43,21.05,Low,13,25,5,43
ASM003964,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+0h,0,SIM004,10.3673,77.9803,HUB008,51.48,400000,4000,1.0,0,18,304,38.35,19.49,75.48,23.62,13.46,25.0,37.24,0.0,0.0,0.0,0.0,165.54,0.0,0.0,48,75.48,109.15,186.5,13004,17308,36,10,21.47,Low,6,12,3,21
ASM003965,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+0h,0,SIM005,10.3673,77.9803,HUB008,51.48,400000,10389,2.6,2,122,1134,37.49,25.04,71.66,19.78,18.99,11.86,30.36,0.0,0.0,0.0,0.0,169.81,0.0,0.0,125,71.66,114.56,219.26,25584,53190,159,114,23.99,Low,16,30,7,53
ASM003966,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+3h,3,SIM001,10.3673,77.9803,HUB008,51.48,400000,21396,5.35,4,183,1397,39.9,21.27,81.18,30.11,14.18,24.25,36.0,0.0,0.0,0.0,0.0,129.06,0.0,0.0,257,81.18,107.85,261.08,64404,94373,338,255,25.11,Low,33,64,10,107
ASM003967,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+3h,3,SIM002,10.3673,77.9803,HUB008,51.48,400000,20523,5.13,2,173,1073,45.08,21.57,73.29,28.21,12.0,22.62,32.32,0.0,0.0,0.0,0.0,199.22,0.0,0.0,304,73.29,112.47,261.26,61986,102857,319,216,26.67,Low,38,61,10,109
ASM003968,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+3h,3,SIM003,10.3673,77.9803,HUB008,51.48,400000,9706,2.43,1,160,1175,44.82,28.07,70.72,27.93,12.54,12.38,36.42,0.0,0.0,0.0,0.0,173.96,0.0,0.0,142,70.72,115.6,219.35,18864,35228,152,79,29.06,Low,18,29,9,56
ASM003969,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+3h,3,SIM004,10.3673,77.9803,HUB008,51.48,400000,13539,3.38,1,226,1805,41.18,34.95,70.11,28.15,11.3,30.76,38.24,0.0,0.0,0.0,0.0,157.6,0.0,0.0,171,70.11,118.53,239.7,56906,71189,683,237,29.61,Low,22,41,12,75
ASM003970,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+3h,3,SIM005,10.3673,77.9803,HUB008,51.48,400000,27543,6.89,4,115,3901,44.76,32.47,70.29,27.36,24.24,17.96,36.21,0.0,0.0,0.0,0.0,176.75,0.0,0.0,403,70.29,117.14,302.17,101106,159614,283,1172,28.1,Low,51,83,7,141
ASM003971,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+6h,6,SIM001,10.3673,77.9803,HUB008,51.48,400000,13876,3.47,1,203,975,44.58,23.63,76.85,31.91,15.8,31.89,30.37,0.0,0.0,0.0,0.0,166.43,0.0,0.0,201,76.85,109.95,230.44,36326,82427,307,156,28.29,Low,26,41,11,78
ASM003972,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+6h,6,SIM002,10.3673,77.9803,HUB008,51.48,400000,24115,6.03,4,333,3549,45.52,40.32,72.11,33.51,15.92,11.1,29.3,0.0,0.0,0.0,0.0,128.69,0.0,0.0,363,72.11,109.65,278.6,54964,185312,411,1207,32.69,Low,46,71,17,134
ASM003973,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+6h,6,SIM003,10.3673,77.9803,HUB008,51.48,400000,17476,4.37,2,158,2835,40.8,40.66,74.28,31.22,14.82,20.56,29.7,0.0,0.0,0.0,0.0,101.22,0.0,0.0,217,74.28,108.58,247.17,52568,86387,293,443,29.35,Low,28,51,9,88
ASM003974,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+6h,6,SIM004,10.3673,77.9803,HUB008,51.48,400000,20827,5.21,2,315,3465,47.47,50.88,62.13,32.93,5.29,18.6,28.66,0.0,0.0,0.0,0.0,216.09,0.0,0.0,335,62.13,117.07,272.13,60523,107369,559,662,35.77,Low,42,62,16,120
ASM003975,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+6h,6,SIM005,10.3673,77.9803,HUB008,51.48,400000,28367,7.09,5,220,4218,41.49,35.15,73.14,26.76,11.2,36.41,35.23,0.0,0.0,0.0,0.0,119.0,0.0,0.0,364,73.14,112.23,300.2,85624,88436,402,690,28.25,Low,46,84,12,142
ASM003976,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+12h,12,SIM001,10.3673,77.9803,HUB008,51.48,400000,32280,8.07,6,529,2210,50.21,28.69,71.99,34.82,18.97,34.09,30.1,0.0,0.0,0.0,0.0,200.02,0.0,0.0,569,71.99,114.12,316.77,96483,126031,988,539,33.24,Low,72,97,25,194
ASM003977,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+12h,12,SIM002,10.3673,77.9803,HUB008,51.48,400000,22301,5.58,1,92,2271,53.07,35.47,69.89,31.69,16.8,5.0,30.77,0.0,0.0,0.0,0.0,190.86,0.0,0.0,428,69.89,110.36,270.7,71515,97060,188,420,31.36,Low,54,67,7,128
ASM003978,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+12h,12,SIM003,10.3673,77.9803,HUB008,51.48,400000,14394,3.6,3,236,1216,52.47,39.21,65.3,30.61,6.96,11.14,38.19,0.0,0.0,0.0,0.0,156.17,0.0,0.0,271,65.3,116.56,241.84,55631,86607,636,198,34.43,Low,34,44,12,90
ASM003979,EVT016,LOC006,Dindigul,Dindigul Response Zone,T+12h,12,SIM004,10.3673,77.9803,HUB008,51.48,400000,32280,8.07,5,411,5726,54.95,51.98,63.84,40.07,21.65,9.25,30.09,0.0,0.0,0.0,0.0,172.3,0.0,0.0,653,63.84,122.23,334.26,105315,133873,895,1386,39.43,Low,82,98,20,200
