Record_ID,State,Event_Date,Event_Name,Disaster_Type,District,Response_Zone,Assessment_Window,Scenario_Variant,Data_Type,Real_Anchor,Operational_Data_Status,Event_Date,Event_Name,Disaster_Type,District,Response_Zone,Assessment_Window,Population_Baseline_Est,Population_Affected_Est,Severity_Score,Fatalities_Est,Injured_Est,Houses_Damaged_Est,Infrastructure_Damage_Index,Rainfall_mm,Wind_Speed_kmph,Duration_Days,Accessibility_Score,Medical_Urgency_Score,Food_Stock_Available_packets,Water_Stock_Available_Liters,Medical_Kits_Available,Shelter_Capacity,Food_Required_packets,Water_Required_Liters,Medical_Kits_Required,Shelter_Spaces_Required,Food_Shortage_pct,Water_Shortage_pct,Medical_Shortage_pct,Shelter_Shortage_pct,Priority_Score,Rescue_Cases_Est,Required_Rescue_Personnel,Required_Distribution_Personnel,Required_Medical_Personnel,Recommended_Total_Personnel,Estimated_Distance_to_Hub_km,Estimated_Travel_Time_min,Estimated_Relief_Time_min
TNDR-07787,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Ramanathapuram,Keelakarai,T+12h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Ramanathapuram,Keelakarai,T+12h,302499,105892,9.2,547,5039,3756,29445.0,3.0,18.0,1,17.5,100.0,145735,284050,3135,11299,171698,358169,3621,17323,10.3,13.1,16.7,34.4,73.7,7283,1205,407,388,2000,21.9,41.0,53861.8
TNDR-07788,Tamil Nadu,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Salem,Attur,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Salem,Attur,T+24h,462703,163287,6.9,33,368,11807,43146.0,24.0,24.0,4,52.4,70.4,252134,674308,1732,28717,248521,603095,1532,33021,1.6,0.0,0.0,8.1,51.2,3370,509,398,28,935,7.7,13.1,34363.5
TNDR-07789,Tamil Nadu,2015-12-02,Chennai Floods 2015,Flood,Kancheepuram,Walajabad,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2015-12-02,Chennai Floods 2015,Flood,Kancheepuram,Walajabad,T+3h,264236,86196,9.5,73,576,3888,15200.0,320.0,21.0,7,21.7,100.0,94658,209269,709,10215,100558,249262,1299,14835,3.8,11.6,44.4,30.8,74.2,2944,397,285,44,726,9.3,17.5,19540.9
TNDR-07790,Tamil Nadu,2020-11-25,Cyclone Nivar,Cyclone,Cuddalore,Chidambaram,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-11-25,Cyclone Nivar,Cyclone,Cuddalore,Chidambaram,T+3h,349241,93819,8.7,73,721,7759,32606.0,239.0,101.0,6,31.6,100.0,70630,223802,811,17347,105996,256419,1192,16288,34.5,14.8,34.9,0.0,68.7,2615,334,270,60,664,29.9,54.6,21663.3
TNDR-07791,Tamil Nadu,2012-10-31,Cyclone Nilam,Cyclone,Cuddalore,Virudhachalam,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2012-10-31,Cyclone Nilam,Cyclone,Cuddalore,Virudhachalam,T+48h,302976,111756,7.2,72,995,8408,31444.0,295.0,89.0,5,38.7,99.3,157220,191418,1928,7272,139776,314727,1672,12747,0.0,37.7,0.0,43.9,64.5,2559,492,397,93,982,14.3,24.6,31442.6
TNDR-07792,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Tirunelveli,Palayamkottai,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Tirunelveli,Palayamkottai,T+0h,310320,93084,10.0,542,4425,11959,42355.0,8.0,14.0,1,23.5,100.0,55222,163900,1992,9318,95094,147774,3320,16848,41.8,0.0,41.2,42.7,76.4,5563,1047,229,373,1649,25.1,48.5,32640.6
TNDR-07793,Tamil Nadu,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Erode,Bhavani,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Erode,Bhavani,T+72h,417145,200442,7.5,43,461,15250,74845.0,23.0,54.0,8,38.9,75.6,188732,203013,1629,31838,195576,356047,2610,29654,0.0,40.8,39.5,0.0,62.1,2482,498,689,45,1232,21.4,37.2,36165.3
TNDR-07794,Tamil Nadu,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Tiruvallur,Gummidipoondi,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Tiruvallur,Gummidipoondi,T+24h,361891,126756,8.1,21,208,4198,24462.0,23.0,8.0,14,39.4,76.3,207039,303125,971,14651,257129,376466,1621,20931,19.8,24.8,36.6,29.9,63.1,1474,205,390,16,611,35.0,62.5,22609.5
TNDR-07795,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Pudukkottai,Aranthangi,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Pudukkottai,Aranthangi,T+24h,252255,96684,10.0,528,4434,2154,16829.0,11.0,19.0,1,24.3,100.0,160141,227052,1747,14729,173375,357588,3200,17659,6.4,36.2,44.3,19.8,76.7,6153,973,319,426,1718,38.6,74.8,38106.9
TNDR-07796,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Chennai,Perambur,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Chennai,Perambur,T+3h,686274,281302,8.3,239,2445,22614,90858.0,322.0,118.0,4,29.4,87.2,240103,759369,2369,37713,366150,764893,3665,33058,35.8,0.8,37.4,0.0,67.0,6080,1190,842,185,2217,15.9,28.6,52869.4
TNDR-07797,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Thanjavur,Orathanadu,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Thanjavur,Orathanadu,T+48h,264938,101179,8.9,521,4545,5011,11962.0,5.0,10.0,1,19.0,100.0,91932,163746,2230,11365,140225,200595,3500,13427,36.3,20.0,38.8,21.3,74.7,6050,1021,263,357,1641,37.5,69.0,42074.7
TNDR-07798,Tamil Nadu,2012-10-31,Cyclone Nilam,Cyclone,Chennai,Adyar,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2012-10-31,Cyclone Nilam,Cyclone,Chennai,Adyar,T+24h,848405,219853,8.6,208,1849,13160,97511.0,254.0,108.0,4,30.2,97.3,358209,747227,2490,19490,441130,727387,3481,17995,21.5,0.0,31.8,0.0,66.5,5240,716,765,119,1600,8.8,16.0,66119.2
TNDR-07799,Tamil Nadu,2023-12-18,South Tamil Nadu Floods 2023,Flood,Virudhunagar,Aruppukkottai,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-12-18,South Tamil Nadu Floods 2023,Flood,Virudhunagar,Aruppukkottai,T+36h,232645,70753,9.4,60,502,8889,17437.0,382.0,58.0,9,8.0,98.7,84763,129899,464,8513,111827,179755,803,13210,25.5,28.1,42.5,35.3,77.2,1895,380,226,41,647,20.2,38.0,16091.7
TNDR-07800,Tamil Nadu,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Chennai,Perambur,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Chennai,Perambur,T+48h,568405,294213,8.6,59,539,25401,105470.0,21.0,22.0,11,22.5,90.5,409774,881267,1761,26047,428719,754755,3184,45669,4.9,0.0,43.3,37.8,72.4,7427,955,956,39,1950,14.1,25.8,57073.7
TNDR-07801,Tamil Nadu,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Chennai,Velachery,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Chennai,Velachery,T+3h,864380,383843,7.2,74,720,40426,88183.0,10.0,15.0,3,41.9,69.2,381809,1290296,2096,44749,562704,1163808,2558,72492,32.0,0.0,19.2,36.6,59.0,7081,1381,902,63,2346,11.4,19.5,67773.9
TNDR-07802,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Cuddalore,Panruti,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Cuddalore,Panruti,T+3h,347527,116161,8.3,106,940,5007,43926.0,298.0,94.0,6,21.2,99.3,116522,164939,1057,11513,143076,266073,1562,11462,14.5,40.9,36.0,0.0,70.7,2447,337,554,94,985,36.2,65.1,34058.1
TNDR-07803,Tamil Nadu,2012-10-31,Cyclone Nilam,Cyclone,Chennai,Perambur,T+12h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2012-10-31,Cyclone Nilam,Cyclone,Chennai,Perambur,T+12h,630278,316050,8.5,247,2554,29433,136681.0,295.0,126.0,6,22.7,88.4,290731,877041,2212,36709,502503,829798,3091,48644,38.5,0.0,27.4,26.1,71.5,9123,1741,794,170,2705,49.3,89.2,80892.6
TNDR-07804,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Cuddalore,Cuddalore,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Cuddalore,Cuddalore,T+0h,454868,141283,9.7,793,6791,5466,68344.0,1.0,20.0,1,25.2,100.0,100754,123577,2754,11684,120542,222185,4635,12404,15.4,43.3,37.6,6.3,74.1,8603,1094,566,436,2096,17.0,32.4,53566.3
TNDR-07805,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Ramanathapuram,Ramanathapuram,T+6h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Ramanathapuram,Ramanathapuram,T+6h,226785,93887,9.8,513,4396,10455,20929.0,2.0,27.0,1,18.0,100.0,134408,320823,2528,11394,148532,288794,4041,14680,2.0,0.0,40.2,23.1,75.9,7000,1224,303,378,1905,30.3,58.1,37784.5
TNDR-07806,Tamil Nadu,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Nilgiris,Coonoor,T+6h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Nilgiris,Coonoor,T+6h,243227,63222,6.7,12,154,3868,13935.0,7.0,35.0,8,55.3,65.9,82462,198604,370,4950,97379,194277,624,8955,20.0,0.0,42.6,44.3,51.8,1711,273,162,13,448,16.0,27.0,16105.1
TNDR-07807,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Tiruvallur,Poonamallee,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Tiruvallur,Poonamallee,T+0h,544590,187135,8.7,903,9233,4471,21850.0,15.0,19.0,1,28.2,100.0,185559,405914,7323,23246,173009,404671,6838,29916,0.0,0.0,0.0,16.0,67.5,11429,1658,615,775,3048,30.4,55.5,86261.3
TNDR-07808,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Thoothukudi,Kovilpatti,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Thoothukudi,Kovilpatti,T+72h,264121,82845,9.8,431,3964,11666,25079.0,1.0,8.0,1,27.1,100.0,42116,109522,3612,8929,80570,163568,3428,15844,44.5,30.1,0.0,43.5,75.0,5740,1154,212,359,1725,50.0,95.7,28850.0
TNDR-07809,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Krishnagiri,Denkanikottai,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Krishnagiri,Denkanikottai,T+48h,285743,105485,8.5,89,877,9301,45864.0,324.0,131.0,6,46.7,92.6,145051,268483,706,8807,131256,256375,1146,12356,0.0,0.0,35.8,27.0,64.5,3874,742,382,58,1182,31.1,56.3,27884.9
TNDR-07810,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Chennai,Adyar,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Chennai,Adyar,T+36h,670065,280279,10.0,1567,13269,33915,49059.0,5.0,26.0,1,11.4,100.0,454442,890226,5936,33556,386444,780795,10449,37279,0.0,0.0,42.9,15.7,77.5,19858,2903,744,825,4472,46.9,90.8,115543.8
TNDR-07811,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Thiruvarur,Thiruvarur East,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Thiruvarur,Thiruvarur East,T+3h,355317,156966,10.0,876,7680,23056,83195.0,12.0,23.0,1,17.3,100.0,234149,338056,3344,17183,211525,433470,5257,16442,0.0,19.1,37.2,0.0,76.9,10277,1344,648,552,2544,21.9,42.3,86026.7
TNDR-07812,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Kanniyakumari,Kanyakumari,T+24h,291037,79866,7.6,56,656,2303,10963.0,247.0,125.0,4,32.4,92.2,87843,288581,828,6489,137831,313613,1203,7485,40.3,5.3,30.3,15.1,63.9,1553,205,272,56,533,40.3,70.4,18065.6
TNDR-07813,Tamil Nadu,2022-04-15,Tamil Nadu Forest Fire Season 2022,Wildfire,Salem,Attur,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2022-04-15,Tamil Nadu Forest Fire Season 2022,Wildfire,Salem,Attur,T+36h,524362,172920,7.2,36,402,13923,17404.0,6.0,18.0,14,44.5,70.9,236593,319400,1771,18782,295646,496638,2219,31951,18.2,36.5,19.1,40.6,58.0,3479,652,561,29,1242,29.7,51.1,38327.0
TNDR-07814,Tamil Nadu,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Tirupathur,Vaniyambadi,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Tirupathur,Vaniyambadi,T+72h,279184,72507,7.5,9,125,6395,23571.0,22.0,17.0,5,48.6,66.7,82091,128508,342,11208,70101,117258,526,14162,0.0,0.0,34.4,23.6,53.3,1809,241,230,10,481,7.2,12.5,17680.4
TNDR-07815,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Pudukkottai,Iluppur,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Pudukkottai,Iluppur,T+36h,314508,104805,9.8,623,4953,10802,16715.0,12.0,39.0,1,20.6,100.0,134443,298041,3724,13428,164886,277236,3459,14880,15.1,0.0,0.0,13.3,72.7,6722,934,465,355,1754,42.2,81.0,40366.6
TNDR-07816,Tamil Nadu,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Theni,Bodinayakanur,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Theni,Bodinayakanur,T+0h,347726,127895,7.6,29,319,2227,50278.0,23.0,26.0,6,43.7,59.7,110061,239410,982,19269,119470,236830,1564,21260,6.4,0.0,35.2,6.2,54.4,1701,236,357,22,615,16.0,27.9,27538.0
TNDR-07817,Tamil Nadu,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Krishnagiri,Denkanikottai,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-04-15,Tamil Nadu Forest Fire Season 2024,Wildfire,Krishnagiri,Denkanikottai,T+72h,277069,88517,7.5,25,198,6307,14193.0,30.0,56.0,9,54.1,67.1,62816,81188,866,4962,94463,155806,951,7334,33.3,43.3,15.3,33.8,56.9,2741,422,234,17,673,11.7,20.4,26809.9
TNDR-07818,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Vellore,Vellore,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Vellore,Vellore,T+24h,317621,96493,8.8,78,780,11190,13968.0,391.0,130.0,7,11.3,100.0,119834,172865,1244,13164,194838,287435,1340,16037,36.7,39.8,10.3,13.7,73.8,2343,367,308,81,756,50.9,93.3,27816.3
TNDR-07819,Tamil Nadu,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Villupuram,Kandachipuram,T+12h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2004-12-26,Indian Ocean Tsunami 2004,Tsunami,Villupuram,Kandachipuram,T+12h,340480,152520,9.8,857,7270,9039,44539.0,11.0,26.0,1,8.0,100.0,214171,316221,4891,10242,235668,401392,6241,15938,5.0,22.6,24.2,40.3,79.7,10647,2127,431,578,3136,35.2,67.6,65185.5
TNDR-07820,Tamil Nadu,2022-04-15,Tamil Nadu Forest Fire Season 2022,Wildfire,Erode,Erode,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2022-04-15,Tamil Nadu Forest Fire Season 2022,Wildfire,Erode,Erode,T+0h,327017,113881,6.4,21,293,8900,20274.0,9.0,23.0,9,51.0,61.0,117015,136924,852,13043,104801,224762,1275,11483,0.0,43.1,34.6,0.0,51.0,2451,365,376,19,760,9.9,16.4,27664.0
TNDR-07821,Tamil Nadu,2023-04-15,Tamil Nadu Forest Fire Season 2023,Wildfire,Nilgiris,Kotagiri,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-04-15,Tamil Nadu Forest Fire Season 2023,Wildfire,Nilgiris,Kotagiri,T+36h,284975,106901,6.8,25,260,4325,24951.0,13.0,35.0,8,51.6,77.8,160737,286597,821,16743,169084,335188,1132,14357,11.9,17.1,25.1,0.0,54.7,2091,270,434,18,722,8.0,13.5,29831.9
TNDR-07822,Tamil Nadu,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Dharmapuri,Pennagaram,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Dharmapuri,Pennagaram,T+0h,228747,65887,5.6,2,53,5495,20371.0,38.0,31.0,93,60.1,52.2,45113,91910,368,7679,59053,124981,539,9262,21.1,24.9,31.2,17.0,44.7,1015,206,207,4,417,27.2,44.1,12298.5
TNDR-07823,Tamil Nadu,2020-12-03,Cyclone Burevi,Cyclone,Ramanathapuram,Paramakudi,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2020-12-03,Cyclone Burevi,Cyclone,Ramanathapuram,Paramakudi,T+36h,284232,98779,6.9,55,931,4680,31003.0,288.0,123.0,3,26.8,92.3,139844,347769,890,7878,150962,319686,1051,9142,9.4,0.0,18.4,15.0,61.9,1901,246,253,57,556,49.1,83.3,19131.6
TNDR-07824,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Kallakurichi,Sankarapuram,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Kallakurichi,Sankarapuram,T+72h,303910,99732,9.1,91,857,7424,16278.0,172.0,116.0,5,20.6,88.8,90894,137902,635,9132,90969,185568,927,12562,0.0,29.5,31.7,26.7,70.4,2209,307,302,63,672,18.2,33.8,20925.3
TNDR-07825,Tamil Nadu,2023-04-15,Tamil Nadu Forest Fire Season 2023,Wildfire,Dharmapuri,Dharmapuri,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-04-15,Tamil Nadu Forest Fire Season 2023,Wildfire,Dharmapuri,Dharmapuri,T+0h,274920,62628,6.8,15,173,2701,8506.0,24.0,53.0,7,43.6,65.2,51775,98429,623,6664,65906,120311,686,6890,21.0,17.9,9.0,3.4,51.2,1698,268,244,12,524,31.2,52.9,17264.8
TNDR-07826,Tamil Nadu,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Cuddalore,Chidambaram,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2017-01-10,North-East Monsoon Drought 2016-17,Drought,Cuddalore,Chidambaram,T+48h,437450,68586,6.0,1,33,949,22972.0,56.0,1.0,62,49.9,55.3,78932,112553,292,6691,89658,160810,343,9888,14.8,32.1,12.7,32.6,46.0,1011,129,225,4,358,24.9,40.9,13628.8
TNDR-07827,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Ranipet,Arakkonam,T+12h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Ranipet,Arakkonam,T+12h,364011,115109,8.4,107,984,14453,13508.0,293.0,150.0,6,21.1,94.1,178938,340185,962,14467,175284,316222,1446,20690,0.0,0.0,33.6,32.0,68.3,3305,644,306,92,1042,48.3,87.1,27201.5
TNDR-07828,Tamil Nadu,2019-05-25,Tamil Nadu Heatwave Season 2019,Heatwave,Madurai,Thirumangalam,T+12h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2019-05-25,Tamil Nadu Heatwave Season 2019,Heatwave,Madurai,Thirumangalam,T+12h,588493,144138,6.3,9,262,5469,21775.0,14.0,13.0,9,43.9,53.6,214896,440127,945,14735,229455,419429,1192,12557,14.6,0.7,15.1,0.0,46.4,1905,242,492,20,754,39.4,65.4,26581.8
TNDR-07829,Tamil Nadu,2023-12-04,Cyclone Michaung,Cyclone,Chennai,Tondiarpet,T+0h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-12-04,Cyclone Michaung,Cyclone,Chennai,Tondiarpet,T+0h,576436,146074,8.5,115,1212,16156,58350.0,146.0,107.0,5,29.8,100.0,135522,276850,2686,9430,124340,245961,2315,15729,0.0,0.0,0.0,40.9,66.1,3628,521,424,112,1057,7.1,12.8,34064.9
TNDR-07830,Tamil Nadu,2022-12-09,Cyclone Mandous,Cyclone,Chennai,Tondiarpet,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2022-12-09,Cyclone Mandous,Cyclone,Chennai,Tondiarpet,T+72h,738908,301121,8.3,214,2441,7685,32895.0,242.0,122.0,4,30.4,100.0,301627,442310,4155,36158,254036,605951,3549,47498,0.0,26.9,0.0,24.6,68.4,11076,1690,826,154,2670,30.6,54.9,74439.8
TNDR-07831,Tamil Nadu,2023-12-18,South Tamil Nadu Floods 2023,Flood,Tenkasi,Kadayanallur,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2023-12-18,South Tamil Nadu Floods 2023,Flood,Tenkasi,Kadayanallur,T+24h,279439,125464,9.2,96,951,13106,62978.0,408.0,37.0,3,23.3,96.9,245382,278195,1357,14258,227570,462817,1229,11528,0.0,37.0,0.0,0.0,72.0,3304,548,398,67,1013,14.7,27.5,41060.1
TNDR-07832,Tamil Nadu,2024-11-30,Cyclone Fengal,Cyclone,Tiruvannamalai,Tiruvannamalai,T+36h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-11-30,Cyclone Fengal,Cyclone,Tiruvannamalai,Tiruvannamalai,T+36h,237052,96325,9.2,80,826,4543,44807.0,394.0,104.0,4,32.4,100.0,127915,234064,947,10977,163961,245467,1140,11888,24.4,0.0,24.2,5.8,71.0,2362,412,367,79,858,23.2,43.3,24294.3
TNDR-07833,Tamil Nadu,2022-04-15,Tamil Nadu Forest Fire Season 2022,Wildfire,Erode,Sathyamangalam,T+3h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2022-04-15,Tamil Nadu Forest Fire Season 2022,Wildfire,Erode,Sathyamangalam,T+3h,280091,89932,6.5,12,218,5922,29281.0,28.0,29.0,8,55.5,61.5,65741,169706,681,5059,103823,224723,644,8282,35.1,26.0,0.0,37.0,50.7,2805,376,324,15,715,36.7,61.2,23944.3
TNDR-07834,Tamil Nadu,2022-12-09,Cyclone Mandous,Cyclone,Chengalpattu,Tambaram,T+72h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2022-12-09,Cyclone Mandous,Cyclone,Chengalpattu,Tambaram,T+72h,302134,127883,7.0,95,1039,8863,27054.0,166.0,137.0,6,46.1,90.8,79075,120448,2052,10706,112642,211437,2258,13243,34.4,39.8,7.2,17.6,62.2,4384,753,580,74,1407,9.6,16.3,32325.8
TNDR-07835,Tamil Nadu,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Tiruvallur,Ponneri,T+24h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2024-05-25,Tamil Nadu Heatwave Season 2024,Heatwave,Tiruvallur,Ponneri,T+24h,370411,132673,7.0,12,235,2913,41227.0,13.0,31.0,13,50.4,71.1,242692,246386,969,21282,216422,404568,1000,25084,0.0,38.8,1.6,14.1,53.8,3038,419,359,19,797,19.5,33.2,30946.2
TNDR-07836,Tamil Nadu,2016-12-12,Cyclone Vardah,Cyclone,Chennai,Perambur,T+48h,1,Synthetic scenario anchored to real historical events,Event name/date/type + real TN administrative place,Simulated/derived for research prototype,2016-12-12,Cyclone Vardah,Cyclone,Chennai,Perambur,T+48h,668157,217898,8.6,213,1819,19131,66886.0,312.0,147.0,6,34.0,100.0,292491,584108,1364,29021,287464,543771,2363,41844,0.0,0.0,41.9,31.6,68.3,4165,699,704,124,1527,45.7,82.9,50335.5
